token	lemma	POS	morph	treated
face	faire	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	face
bien	bien1	ADVgen	DEGRE=p	bien
céans	çaienz	ADVgen	DEGRE=-	céans
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
Diex	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	Diex
a	a3	PRE	NOMB.=s	a
tos	tot	DETind	GENRE=m|CAS=r	tos
gaaigne	gäaignier1	NOMcom	NOMB.=s|GENRE=f|CAS=r	gaaigne
doinst	doner	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	doinst
!	!	PONfrt	MORPH=empty	!
Se	se	CONsub	MORPH=empty	Se
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
de	de	PRE	MORPH=empty	de
vitaille	vitaille	NOMcom	NOMB.=s|GENRE=f|CAS=r	vitaille
avés	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	avés
point	point	ADVneg	MORPH=empty	point
,	,	PONfbl	MORPH=empty	,
Donés	doner	VERppe	MODE=imp|NOMB.=p|GENRE=m|CAS=r	Donés
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
ent	en2	ADVgen	MODE=ind|PERS.=3|NOMB.=s	ent
,	,	PONfbl	MORPH=empty	,
que	que4	CONsub	MORPH=empty	que
Diex	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	Diex
le	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	le
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
rende	rendre	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s	rende
,	,	PONfbl	MORPH=empty	,
Qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	Qui
d'	de	PRE	MORPH=empty	d
enconbrier	encombrier	NOMcom	NOMB.=s|GENRE=m|CAS=r	enconbrier
tos	tot	PROind	NOMB.=s|GENRE=m|CAS=r	tos
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
deffende	defendre	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	deffende
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
si	si	ADVgen	DEGRE=-	si
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
doinst	doner	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	doinst
gaaigne	gäaignier1	VERcjg	NOMB.=s|GENRE=f|CAS=r	gaaigne
a	a3	PRE	MORPH=empty	a
tous	tot	DETind	NOMB.=p|GENRE=m|CAS=r	tous
!	!	PONfrt	MORPH=empty	!
»	»	PONfbl	MORPH=empty	»
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
uns	un	PROind	NOMB.=s|GENRE=m|CAS=n	uns
,	,	PONfbl	MORPH=empty	,
ausi	aussi	ADVgen	DEGRE=-	ausi
que	que4	CONsub	MORPH=empty	que
par	par	PRE	MORPH=empty	par
courous	corroços	NOMcom	NOMB.=s|GENRE=m|CAS=r	courous
,	,	PONfbl	MORPH=empty	,
Li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	Li
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	dist
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Truans	Troun	NOMpro	NOMB.=s|GENRE=m|CAS=n	Truans
,	,	PONfbl	MORPH=empty	,
fuiés	fuir	VERcjg	NOMB.=p	fuiés
,	,	PONfbl	MORPH=empty	,
fuiés	fuir	VERcjg	PERS.=2|NOMB.=p|GENRE=m|CAS=n	fuiés
,	,	PONfbl	MORPH=empty	,
Batus	batre	NOMpro	NOMB.=s|GENRE=m|CAS=n	Batus
u	o3	CONcoo	MORPH=empty	u
en	en1	PRE	MORPH=empty	en
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
mer	mer	NOMcom	NOMB.=s|GENRE=f|CAS=r	mer
plonciés	plongier	VERppe	NOMB.=s|GENRE=m|CAS=n	plonciés
Serés	estre1	VERcjg	MODE=imp|PERS.=2|NOMB.=s	Serés
ancui	encui	ADVgen	DEGRE=-	ancui
,	,	PONfbl	MORPH=empty	,
s'	se	CONsub	MORPH=empty	s
on	on	PROind	PERS.=3|NOMB.=s|GENRE=n|CAS=n	on
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
veut	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	veut
croire	croire	VERinf	MORPH=empty	croire
,	,	PONfbl	MORPH=empty	,
Au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	Au
paiement	paiement	NOMcom	NOMB.=s|GENRE=m|CAS=r	paiement
de	de	PRE	MORPH=empty	de
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r	ceste
foire	foire1	NOMcom	NOMB.=s|GENRE=f|CAS=r	foire
.	.	PONfrt	MORPH=empty	.
–	–	PONfbl	MORPH=empty	–
Laissiés	laissier	VERcjg	MODE=imp|PERS.=2|NOMB.=p	Laissiés
A	a3	PRE	MORPH=empty	A
!	!	PONfrt	MORPH=empty	!
fait	faire	VERppe	TEMPS=pst|PERS.=3|NOMB.=s	fait
uns	un	DETndf	NOMB.=s|GENRE=m|CAS=n	uns
autres	autre	PROind	NOMB.=s|GENRE=m|CAS=n	autres
,	,	PONfbl	MORPH=empty	,
ne	ne1	ADVneg	MORPH=empty	ne
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
caut	chaloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	caut
!	!	PONfrt	MORPH=empty	!
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
truant	trüant	VERppa	NOMB.=s|GENRE=m|CAS=r	truant
,	,	PONfbl	MORPH=empty	,
ce	ce2	DETdem	NOMB.=s|GENRE=m|CAS=r	ce
ribaut	ribaut	NOMcom	NOMB.=s|GENRE=m|CAS=r	ribaut
,	,	PONfbl	MORPH=empty	,
Ja	ja	ADVgen	DEGRE=-	Ja
ne	ne1	ADVneg	MORPH=empty	ne
prendés	prendre	VERcjg	MODE=imp|TEMPS=pst|PERS.=2|NOMB.=p	prendés
a	a3	PRE	MORPH=empty	a
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	lui
estrif	estrif	NOMcom	NOMB.=s|GENRE=m|CAS=r	estrif
.	.	PONfrt	MORPH=empty	.
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
maleürex	malëuros	NOMcom	NOMB.=s|GENRE=m|CAS=n	maleürex
,	,	PONfbl	MORPH=empty	,
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n	li
caitif	chaitif	ADJqua	NOMB.=p|GENRE=m|CAS=n	caitif
Doivent	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	Doivent
vivre	vivre1	VERinf	MORPH=empty	vivre
,	,	PONfbl	MORPH=empty	,
comment	coment1	ADVsub	MORPH=empty	comment
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n	il
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
aient	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=p	aient
,	,	PONfbl	MORPH=empty	,
De	de	PRE	MORPH=empty	De
çou	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	çou
que	que2	PROrel	NOMB.=s|GENRE=n|CAS=r	que
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n	li
prodome	pro	NOMcom	NOMB.=p|GENRE=m|CAS=n	prodome
atraient	atraire	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=p	atraient
.	.	PONfrt	MORPH=empty	.
Laissiés	laissier	VERcjg	MODE=imp|PERS.=2|NOMB.=p	Laissiés
enquerre	enquerre	VERinf	MORPH=empty	enquerre
et	et	CONcoo	MORPH=empty	et
demander	demander	VERinf	MORPH=empty	demander
.	.	PONfrt	MORPH=empty	.
Ses	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=n	Ses
mestiers	mestier	NOMcom	NOMB.=s|GENRE=m|CAS=n	mestiers
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
de	de	PRE	MORPH=empty	de
truander	träiner	VERinf	MORPH=empty	truander
Par	par	PRE	MORPH=empty	Par
tot	tot	DETind	NOMB.=s|GENRE=m|CAS=r	tot
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
mont	monde1	NOMcom	NOMB.=s|GENRE=m|CAS=r	mont
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
chi	ci	ADVgen	DEGRE=-	chi
et	et	CONcoo	MORPH=empty	et
la	là	ADVgen	DEGRE=-	la
;	;	PONfbl	MORPH=empty	;
Ne	ne1	CONcoo	MORPH=empty	Ne
chi	ci	ADVgen	DEGRE=-	chi
commencié	comencier	VERppe	NOMB.=s|GENRE=m|CAS=r	commencié
pas	pas	ADVneg	MORPH=empty	pas
ne	ne1	ADVneg	MORPH=empty	ne
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
,	,	PONfbl	MORPH=empty	,
Ne	ne2	CONcoo	MORPH=empty	Ne
chi	ci	ADVgen	GENRE=m|DEGRE=-	chi
ne	ne1	ADVneg	MORPH=empty	ne
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
vaura	valoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	vaura
laissier	laissier	VERinf	MORPH=empty	laissier
,	,	PONfbl	MORPH=empty	,
Car	car	CONcoo	MORPH=empty	Car
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ne	ne1	ADVneg	MORPH=empty	ne
set	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	set
autre	autre	ADJind	NOMB.=s|GENRE=m|CAS=r	autre
mestier	mestier	NOMcom	NOMB.=s|GENRE=m|CAS=r	mestier
.	.	PONfrt	MORPH=empty	.
Ha	ha	INJ	MORPH=empty	Ha
!	!	PONfrt	MORPH=empty	!
frans	franc1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	frans
hom	ome	NOMcom	NOMB.=s|GENRE=m|CAS=n	hom
,	,	PONfbl	MORPH=empty	,
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
,	,	PONfbl	MORPH=empty	,
merci	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r	merci
–	–	PONfbl	MORPH=empty	–
Certes	certes	ADVgen	DEGRE=-	Certes
,	,	PONfbl	MORPH=empty	,
commencié	comencier	VERppe	NOMB.=s|GENRE=m|CAS=r	commencié
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
jou	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	jou
chi	ci	ADVgen	DEGRE=-	chi
;	;	PONfbl	MORPH=empty	;
!	!	PONfrt	MORPH=empty	!
Mais	mais1	CONcoo	MORPH=empty	Mais
ci	ci	ADVgen	DEGRE=-	ci
n'	ne1	ADVneg	MORPH=empty	n
ert	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	ert
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
pas	pas	ADVneg	MORPH=empty	pas
finee	finer	VERppe	NOMB.=s|GENRE=f|CAS=n	finee
;	;	PONfbl	MORPH=empty	;
Si	si	ADVgen	DEGRE=-	Si
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
jugie	jugier	VERppe	NOMB.=s|GENRE=f|CAS=n	jugie
et	et	CONcoo	MORPH=empty	et
destinee	destiner	VERppe	NOMB.=s|GENRE=f|CAS=n	destinee
,	,	PONfbl	MORPH=empty	,
Faire	faire	VERinf	MORPH=empty	Faire
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
estuet	estovoir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	estuet
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n	ma
destinee	destinee	NOMcom	NOMB.=s|GENRE=f|CAS=n	destinee
;	;	PONfbl	MORPH=empty	;
Et	et	CONcoo	MORPH=empty	Et
ne	ne2	ADVneg	MORPH=empty	ne
por	por2	PRE	MORPH=empty	por
quant	cant1	CONsub	MORPH=empty	quant
tost	tost1	ADVgen	DEGRE=-	tost
fust	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	fust
finee	finer	VERppe	NOMB.=s|GENRE=f|CAS=n	finee
Ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n	Ma
truandise	träidon	NOMcom	NOMB.=s|GENRE=f|CAS=n	truandise
a	a3	PRE	MORPH=empty	a
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r	ceste
fois	foiz	NOMcom	NOMB.=s|GENRE=f|CAS=r	fois
,	,	PONfbl	MORPH=empty	,
Se	se	CONsub	MORPH=empty	Se
jou	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	jou
ne	ne1	ADVneg	MORPH=empty	ne
fuisse	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=1|NOMB.=s	fuisse
plus	plus	ADVgen	DEGRE=-	plus
destrois	destroit	NOMcom	NOMB.=s|GENRE=m|CAS=n	destrois
D'	de	PRE	MORPH=empty	D
autrui	autrui	PROind	NOMB.=s|GENRE=m|CAS=r	autrui
mesaise	mesaise	NOMcom	NOMB.=s|GENRE=f|CAS=r	mesaise
que	que1	CONsub	MORPH=empty	que
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	del
mien	mien	ADJpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mien
.	.	PONfrt	MORPH=empty	.
De	de	PRE	MORPH=empty	De
deus	deus	DETcar	NOMB.=p|CAS=r	deus
enfans	enfant	NOMcom	NOMB.=p|GENRE=m|CAS=r	enfans
,	,	PONfbl	MORPH=empty	,
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
saciés	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p	saciés
S'	se	PROper	PERS.=3|GENRE=m|CAS=r	S
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
anuit	anuit	ADVgen	DEGRE=-	anuit
me	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n	me
feme	feme	NOMcom	NOMB.=s|GENRE=f|CAS=n	feme
acoucie	acoucir	VERppe	NOMB.=s|GENRE=f|CAS=n	acoucie
;	;	PONfbl	MORPH=empty	;
bien	bien1	ADVgen	DEGRE=p	bien
,	,	PONfbl	MORPH=empty	,
Dont	dont	PROrel	NOMB.=s	Dont
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
crieng	crïer2	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	crieng
moult	mout	ADVgen	DEGRE=-	moult
ne	ne1	ADVneg	MORPH=empty	ne
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
en	en2	PROadv	MORPH=empty	en
mescie	meschëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	mescie
,	,	PONfbl	MORPH=empty	,
C'	que4	CONsub	MORPH=empty	C
une	un	DETndf	NOMB.=s|GENRE=f|CAS=n	une
si	si	ADVgen	DEGRE=-	si
grans	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grans
fains	feindre	NOMcom	NOMB.=s|CAS=n	fains
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	l
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
atainte	ataindre	VERppe	NOMB.=s|GENRE=f|CAS=r	atainte
K'	que4	CONsub	CAS=n	K
a	a3	PRE	MORPH=empty	a
poi	poi	ADVgen	DEGRE=-	poi
ke	que4	CONsub	MORPH=empty	ke
ne	ne1	ADVneg	MORPH=empty	ne
sera	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	sera
enchainte	enchanter	VERppe	NOMB.=s|GENRE=f|CAS=n	enchainte
Des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	Des
enfans	enfant	NOMcom	NOMB.=p|GENRE=m|CAS=r	enfans
que	que2	PROrel	NOMB.=p|GENRE=m|CAS=r	que
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
enfantés	enfanter	VERppe	NOMB.=s|GENRE=m|CAS=r	enfantés
.	.	PONfrt	MORPH=empty	.
–	–	PONfbl	MORPH=empty	–
Ha	ha	INJ	MORPH=empty	Ha
!	!	PONfrt	MORPH=empty	!
dans	dan2	NOMcom	NOMB.=p|GENRE=m|CAS=r	dans
truans	träir	ADJqua	NOMB.=p|GENRE=m|CAS=n	truans
,	,	PONfbl	MORPH=empty	,
com	come1	CONsub	MORPH=empty	com
or	or4	ADVgen	DEGRE=-	or
mentés	mentir	VERcjg	MODE=imp|PERS.=2|NOMB.=p	mentés
!	!	PONfrt	MORPH=empty	!
Font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	Font
de	de	PRE	MORPH=empty	de
rekief	requerre	NOMcom	NOMB.=s|GENRE=m|CAS=r	rekief
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n	li
marceant	marchëant	NOMcom	NOMB.=p|GENRE=m|CAS=n	marceant
Qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	Qui
moult	mout	ADVgen	DEGRE=-	moult
estoient	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p	estoient
mescreant	mescroire	VERppa	NOMB.=p|GENRE=m|CAS=n|DEGRE=p	mescreant
.	.	PONfrt	MORPH=empty	.
Moult	mout	ADVgen	DEGRE=-	Moult
avés	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	avés
ore	or4	ADVgen	DEGRE=-	ore
dit	dire	VERppe	NOMB.=s|GENRE=m|CAS=r	dit
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
fable	fable	NOMcom	NOMB.=s|GENRE=f|CAS=r	fable
:	:	PONfbl	MORPH=empty	:
Onques	onque	ADVgen	DEGRE=-	Onques
en	en1	PRE	MORPH=empty	en
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r	cors
n'	ne1	ADVneg	MORPH=empty	n
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
tel	tel	DETind	NOMB.=s|GENRE=f|CAS=r	tel
diable	dïable	NOMcom	NOMB.=s|GENRE=f|CAS=r	diable
,	,	PONfbl	MORPH=empty	,
Feme	feme	NOMcom	NOMB.=s|GENRE=f|CAS=r	Feme
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r	ses
enfans	enfant	NOMcom	NOMB.=p|GENRE=m|CAS=r	enfans
ne	ne1	ADVneg	MORPH=empty	ne
manga	mangier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	manga
,	,	PONfbl	MORPH=empty	,
Ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	Ce
ne	ne1	ADVneg	MORPH=empty	ne
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
onques	onque	ADVgen	DEGRE=-	onques
ne	ne2	CONcoo	MORPH=empty	ne
n'	ne2	ADVneg	MORPH=empty	n
en	en2	PROadv	MORPH=empty	en
ja	ja	ADVgen	DEGRE=-	ja
;	;	PONfbl	MORPH=empty	;
Et	et	CONcoo	MORPH=empty	Et
ne	ne2	ADVneg	MORPH=empty	ne
por	por2	PRE	MORPH=empty	por
quant	cant1	PROind	NOMB.=s|GENRE=n	quant
menés	mener	VERppe	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	menés
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n	nos
i	i2	PROadv	MORPH=empty	i
,	,	PONfbl	MORPH=empty	,
Mais	mais1	ADVgen	TEMPS=pst|DEGRE=-	Mais
que	que4	CONsub	MORPH=empty	que
ne	ne1	ADVneg	MORPH=empty	ne
soit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	soit
trop	trop	ADVgen	DEGRE=-	trop
loing	loing	ADVgen	DEGRE=-	loing
de	de	PRE	MORPH=empty	de
chi	ci	ADVgen	DEGRE=-	chi
;	;	PONfbl	MORPH=empty	;
Si	si	ADVgen	DEGRE=-	Si
venons	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p	venons
u	où	PROrel	MORPH=empty	u
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n	li
enfant	enfant	NOMcom	NOMB.=p|GENRE=m|CAS=n	enfant
gisent	jesir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	gisent
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
Dusques	dusque	PRE	DEGRE=-	Dusques
a	a3	PRE	MORPH=empty	a
quinze	quinze	PROcar	NOMB.=p|GENRE=m|CAS=r	quinze
s'	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	s
en	en2	PROadv	MORPH=empty	en
eslisent	eslire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	eslisent
Qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	Qui
tot	tot	ADVgen	NOMB.=p|GENRE=n|DEGRE=-	tot
dïent	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	dïent
que	que4	CONsub	MORPH=empty	que
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n	il
iront	aler	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p	iront
.	.	PONfrt	MORPH=empty	.
Aprés	après	PRE	MORPH=empty	Aprés
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
trestout	trestot	ADVgen	GENRE=m|CAS=r	trestout
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
en	en2	PROadv	MORPH=empty	en
vont	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	vont
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
molt	mout	ADVgen	DEGRE=-	molt
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
aleüre	alëure	NOMcom	NOMB.=s|GENRE=f|CAS=r	aleüre
Les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	Les
en	en2	PROadv	MORPH=empty	en
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
menés	mener	VERppe	NOMB.=p|GENRE=m|CAS=r	menés
a	a3	PRE	MORPH=empty	a
droiture	droiture	NOMcom	NOMB.=s|GENRE=f|CAS=r	droiture
La	là	ADVgen	DEGRE=-	La
u	où	PROrel	NOMB.=s|CAS=i	u
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
roïne	röine1	NOMcom	NOMB.=s|GENRE=f|CAS=n	roïne
gisoit	jesir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	gisoit
.	.	PONfrt	MORPH=empty	.
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
uns	un	PROind	NOMB.=s|GENRE=m|CAS=n	uns
d'	de	PRE	MORPH=empty	d
aus	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	aus
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
plus	plus	ADVgen	DEGRE=c	plus
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
prisoit	prisier	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	prisoit
,	,	PONfbl	MORPH=empty	,
A	a3	PRE	MORPH=empty	A
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
roïne	röine1	NOMcom	NOMB.=s|GENRE=f|CAS=r	roïne
regardee	regarder	VERppe	NOMB.=s|GENRE=f|CAS=r	regardee
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Ceste	cest	PROdem	NOMB.=s|GENRE=f|CAS=n	Ceste
,	,	PONfbl	MORPH=empty	,
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	dist
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
,	,	PONfbl	MORPH=empty	,
n'	ne1	ADVneg	MORPH=empty	n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
pas	pas	ADVneg	MORPH=empty	pas
fardee	farder2	VERppe	NOMB.=s|GENRE=f|CAS=n	fardee
;	;	PONfbl	MORPH=empty	;
N'	ne1	ADVneg	MORPH=empty	N
i	i2	PROadv	MORPH=empty	i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
ne	ne2	CONcoo	MORPH=empty	ne
boure	borer	NOMcom	NOMB.=s|GENRE=f|CAS=r	boure
ne	ne2	CONcoo	MORPH=empty	ne
garmos	garmoner	NOMcom	NOMB.=s|GENRE=m|CAS=n	garmos
.	.	PONfrt	MORPH=empty	.
Truans	Trou	NOMpro	NOMB.=s|GENRE=m|CAS=n	Truans
,	,	PONfbl	MORPH=empty	,
u	o3	PROrel	MORPH=empty	u
la	il	ADVgen	NOMB.=s|GENRE=f|CAS=n	la
presistes	prisier	VERcjg	MODE=ind|TEMPS=psp|PERS.=2|NOMB.=s|CAS=n	presistes
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
?	?	PONfrt	MORPH=empty	?
Si	si	ADVgen	DEGRE=-	Si
bele	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	bele
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
u	où	PROrel	NOMB.=s|CAS=i	u
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
trovee	trover	VERppe	NOMB.=s|GENRE=f|CAS=n	trovee
?	?	PONfrt	MORPH=empty	?
–	–	PONfbl	MORPH=empty	–
Amis	ami	NOMcom	NOMB.=s|GENRE=m|CAS=n	Amis
,	,	PONfbl	MORPH=empty	,
par	par	PRE	MORPH=empty	par
verité	verité	NOMcom	NOMB.=s|GENRE=f|CAS=r	verité
provee	prover	VERppe	NOMB.=s|GENRE=f|CAS=r	provee
