token	lemma	POS	morph	treated
"	"	PONfbl	MORPH=empty	"
Ensi	ainsi	ADVgen	DEGRE=-	Ensi
s'	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	s
an	en2	PROadv	MORPH=empty	an
passent	passer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	passent
anbedui	ambedos	PROcar	NOMB.=p|GENRE=m|CAS=n	anbedui
tant	tant	ADVgen	DEGRE=-	tant
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n	il
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
el	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	el
palés	palais2	NOMcom	NOMB.=s|GENRE=m|CAS=r	palés
venu	venir	VERppe	NOMB.=s|GENRE=m|CAS=n	venu
,	,	PONfbl	MORPH=empty	,
dont	dont	PROrel	NOMB.=s	dont
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=n	l
antree	entree	NOMcom	TEMPS=pst|NOMB.=s|GENRE=f|CAS=n	antree
mout	mout	ADVgen	DEGRE=-	mout
haute	haut	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	haute
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
et	et	CONcoo	MORPH=empty	et
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r	les
portes	porte1	NOMcom	NOMB.=p|GENRE=f|CAS=r	portes
riches	riche	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p	riches
et	et	CONcoo	MORPH=empty	et
beles	bel1	ADJqua	NOMB.=p|GENRE=f|CAS=n|DEGRE=p	beles
,	,	PONfbl	MORPH=empty	,
que	que2	CONsub	NOMB.=p|GENRE=f|CAS=r	que
tuit	tot	DETind	NOMB.=p|GENRE=m|CAS=n	tuit
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n	li
gon	gont	NOMcom	NOMB.=p|GENRE=m|CAS=n	gon
et	et	CONcoo	MORPH=empty	et
les	le	DETdef	NOMB.=p|GENRE=f|CAS=n	les
verdeles	verdele	NOMcom	NOMB.=p|GENRE=f|CAS=n	verdeles
furent	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	furent
d'	de	PRE	MORPH=empty	d
or	or1	NOMcom	NOMB.=s|GENRE=m|CAS=r	or
fin	fin2	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	fin
,	,	PONfbl	MORPH=empty	,
tesmoing	tesmoin	NOMcom	NOMB.=s|GENRE=m|CAS=r	tesmoing
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=n	l
estoire	estoire1	NOMcom	NOMB.=s|GENRE=f|CAS=n	estoire
.	.	PONfrt	MORPH=empty	.
L'	le	DETdef	NOMB.=s|GENRE=f|CAS=n	L
une	un	PROind	NOMB.=s|GENRE=f|CAS=n	une
des	de+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r	des
portes	porte1	NOMcom	NOMB.=p|GENRE=f|CAS=r	portes
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
d'	de	PRE	MORPH=empty	d
ivoire	ivoire	NOMcom	NOMB.=s|GENRE=m|CAS=r	ivoire
,	,	PONfbl	MORPH=empty	,
bien	bien1	ADVgen	DEGRE=p	bien
antailliee	entaillier	VERppe	NOMB.=s|GENRE=f|CAS=n	antailliee
par	par	PRE	MORPH=empty	par
desus	desus	PRE	MORPH=empty	desus
;	;	PONfbl	MORPH=empty	;
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=r	l
autre	autre	ADJind	NOMB.=s|GENRE=f|CAS=r	autre
porte	porte1	NOMcom	NOMB.=s|GENRE=f|CAS=r	porte
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
d'	de	PRE	MORPH=empty	d
ebenus	ebenus	NOMcom	NOMB.=p|GENRE=m|CAS=n	ebenus
,	,	PONfbl	MORPH=empty	,
autresi	autresi	ADVgen	DEGRE=-	autresi
par	par	PRE	MORPH=empty	par
desus	desus	ADVgen	DEGRE=-	desus
ovree	ovrer	VERppe	NOMB.=s|GENRE=f|CAS=r	ovree
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
chascune	chascun	PROind	NOMB.=s|GENRE=f|CAS=n	chascune
anluminee	enluminer	VERppe	NOMB.=s|GENRE=f|CAS=n	anluminee
d'	de	PRE	MORPH=empty	d
or	or1	NOMcom	NOMB.=s|GENRE=m|CAS=r	or
et	et	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
pierres	piere	NOMcom	NOMB.=p|GENRE=f|CAS=r	pierres
de	de	PRE	MORPH=empty	de
vertu	vertu	NOMcom	NOMB.=s|GENRE=f|CAS=r	vertu
.	.	PONfrt	MORPH=empty	.
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
pavemanz	pavement	NOMcom	NOMB.=s|GENRE=m|CAS=n	pavemanz
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	del
palés	palais2	NOMcom	NOMB.=s|GENRE=m|CAS=r	palés
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
verz	vert	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	verz
et	et	CONcoo	MORPH=empty	et
vermauz	vermeil1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	vermauz
,	,	PONfbl	MORPH=empty	,
yndes	inde	ADJqua	NOMB.=p|GENRE=f|CAS=n	yndes
et	et	CONcoo	MORPH=empty	et
pers	pers	ADJqua	NOMB.=p|GENRE=m|CAS=n	pers
;	;	PONfbl	MORPH=empty	;
de	de	PRE	MORPH=empty	de
totes	tot	DETind	NOMB.=p|GENRE=f|CAS=r	totes
colors	color	NOMcom	NOMB.=p|GENRE=f|CAS=r	colors
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
divers	divers	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	divers
,	,	PONfbl	MORPH=empty	,
mout	mout	ADVgen	DEGRE=-	mout
bien	bien1	ADVgen	DEGRE=-	bien
ovrez	ovrer	VERppe	NOMB.=p|GENRE=m|CAS=n	ovrez
et	et	CONcoo	MORPH=empty	et
bien	bien1	ADVgen	DEGRE=p	bien
poliz	polir	VERppe	NOMB.=p|GENRE=m|CAS=n	poliz
.	.	PONfrt	MORPH=empty	.
Enmi	enmi	PRE	MORPH=empty	Enmi
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
palés	palais2	NOMcom	NOMB.=s|GENRE=m|CAS=n	palés
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
uns	un	DETndf	NOMB.=s|GENRE=m|CAS=n	uns
liz	lit1	NOMcom	NOMB.=s|GENRE=m|CAS=n	liz
ou	où	PROrel	MORPH=empty	ou
n'	ne1	ADVneg	MORPH=empty	n
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	avoit
nule	nul	DETind	NOMB.=s|GENRE=f|CAS=r	nule
rien	rien	NOMcom	NOMB.=s|GENRE=f|CAS=r	rien
de	de	PRE	MORPH=empty	de
fust	fust1	NOMcom	NOMB.=s|GENRE=m|CAS=r	fust
,	,	PONfbl	MORPH=empty	,
ne	ne2	CONcoo	MORPH=empty	ne
n'	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
rien	rien	PROind	NOMB.=s|GENRE=f|CAS=r	rien
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
d'	de	PRE	MORPH=empty	d
or	or1	NOMcom	NOMB.=s|GENRE=m|CAS=r	or
ne	ne1	ADVneg	MORPH=empty	ne
fust	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	fust
,	,	PONfbl	MORPH=empty	,
fors	fors1	ADVgen	DEGRE=-	fors
que	que4	CONsub	MORPH=empty	que
les	le	DETdef	NOMB.=p|GENRE=f|CAS=n	les
cordes	corde	NOMcom	NOMB.=p|GENRE=f|CAS=r	cordes
seulemant	solement2	ADVgen	DEGRE=-	seulemant
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=p|GENRE=f|CAS=n	qui
estoient	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p	estoient
totes	tot	PROind	NOMB.=p|GENRE=f|CAS=n	totes
d'	de	PRE	MORPH=empty	d
argent	argent	NOMcom	NOMB.=s|GENRE=m|CAS=r	argent
.	.	PONfrt	MORPH=empty	.
Del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	Del
lit	lit1	NOMcom	NOMB.=s|GENRE=m|CAS=r	lit
nule	nul	DETind	NOMB.=s|GENRE=f|CAS=r	nule
fable	fable	NOMcom	NOMB.=s|GENRE=f|CAS=r	fable
ne	ne1	ADVneg	MORPH=empty	ne
faz	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	faz
,	,	PONfbl	MORPH=empty	,
car	car	CONcoo	MORPH=empty	car
a	a3	PRE	MORPH=empty	a
chascun	chascun	PROind	NOMB.=s|GENRE=m|CAS=r	chascun
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	des
antrelaz	entrelaz	NOMcom	NOMB.=p|GENRE=m|CAS=r	antrelaz
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r	une
campane	champaine	NOMcom	NOMB.=s|GENRE=f|CAS=r	campane
pandue	pendre	VERppe	NOMB.=s|GENRE=f|CAS=r	pandue
.	.	PONfrt	MORPH=empty	.
Desor	desor	PRE	MORPH=empty	Desor
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
lit	lit1	NOMcom	NOMB.=s|GENRE=m|CAS=r	lit
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
estandue	estendre	VERppe	NOMB.=s|GENRE=f|CAS=r	estandue
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r	une
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
coste	coste2	NOMcom	NOMB.=s|GENRE=f|CAS=r	coste
de	de	PRE	MORPH=empty	de
samit	samit	NOMcom	NOMB.=s|GENRE=m|CAS=r	samit
;	;	PONfbl	MORPH=empty	;
a	a3	PRE	MORPH=empty	a
chascun	chascun	PROind	NOMB.=s|GENRE=m|CAS=r	chascun
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	des
quepouz	copel2	NOMcom	NOMB.=p|GENRE=m|CAS=r	quepouz
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	del
lit	lit1	NOMcom	NOMB.=s|GENRE=m|CAS=r	lit
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
.	.	PONfrt	MORPH=empty	.
i	i2	PROadv	MORPH=empty	i
.	.	PONfrt	MORPH=empty	.
escharbocle	escharboncle	NOMcom	NOMB.=s|CAS=r	escharbocle
fermé	fermer	VERppe	NOMB.=s|GENRE=m|CAS=r	fermé
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
gitoient	jeter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p	gitoient
mout	mout	ADVgen	DEGRE=-	mout
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
clarté	clarté	NOMcom	NOMB.=s|GENRE=f|CAS=r	clarté
,	,	PONfbl	MORPH=empty	,
mout	mout	ADVgen	DEGRE=-	mout
plus	plus	ADVgen	DEGRE=c	plus
que	que1	CONsub	MORPH=empty	que
.	.	PONfrt	MORPH=empty	.
iiii	4	DETcar	NOMB.=p|CAS=r	iiii
.	.	PONfrt	MORPH=empty	.
cierge	cierge2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cierge
espris	esprendre2	VERppe	NOMB.=s|GENRE=m|CAS=r	espris
.	.	PONfrt	MORPH=empty	.
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
liz	lit1	NOMcom	NOMB.=s|GENRE=m|CAS=n	liz
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
sor	sor2	PRE	MORPH=empty	sor
gocez	gocet	NOMcom	NOMB.=s|GENRE=m|CAS=r	gocez
asis	asseoir	VERppe	NOMB.=s|GENRE=m|CAS=r	asis
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
mout	mout	ADVgen	DEGRE=-	mout
rechignoient	rechignier	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p	rechignoient
lor	lor2	DETpos	PERS.=3|NOMB.=p|GENRE=f|CAS=r	lor
joes	jöe	NOMcom	NOMB.=p|GENRE=f|CAS=r	joes
;	;	PONfbl	MORPH=empty	;
et	et	CONcoo	MORPH=empty	et
li	le	DETdef	NOMB.=s|GENRE=m|CAS=r	li
gocet	gocet	NOMcom	NOMB.=s|GENRE=m|CAS=n	gocet
,	,	PONfbl	MORPH=empty	,
sor	sor2	PRE	MORPH=empty	sor
.	.	PONfrt	MORPH=empty	.
iiii	4	DETcar	NOMB.=p|CAS=r	iiii
.	.	PONfrt	MORPH=empty	.
roes	röe	NOMcom	NOMB.=p|GENRE=f|CAS=n|DEGRE=p	roes
,	,	PONfbl	MORPH=empty	,
erent	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p	erent
si	si	ADVgen	DEGRE=-	si
isnel	isnel	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	isnel
et	et	CONcoo	MORPH=empty	et
movant	movoir	VERppa	NOMB.=s|GENRE=m|CAS=n	movant
qu'	que2	CONsub	GENRE=f	qu
a	a3	PRE	MORPH=empty	a
.	.	PONfrt	MORPH=empty	.
i	i2	PROadv	MORPH=empty	i
.	.	PONfrt	MORPH=empty	.
seul	sol1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	seul
doi	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	doi
par	par	PRE	MORPH=empty	par
tot	tot	ADVgen	CAS=r	tot
leanz	laienz	ADVgen	DEGRE=-	leanz
de	de	PRE	MORPH=empty	de
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
chief	chief1	NOMcom	NOMB.=s|GENRE=m|CAS=r	chief
jusqu'	jusque	PRE	MORPH=empty	jusqu
a	a3	PRE	MORPH=empty	a
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
autre	autre	PROind	NOMB.=s|GENRE=m|CAS=r	autre
alast	aler	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	alast
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
liz	lit1	NOMcom	NOMB.=s|GENRE=m|CAS=n	liz
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
.	.	PONfrt	MORPH=empty	.
i	i2	PROadv	MORPH=empty	i
.	.	PONfrt	MORPH=empty	.
po	poi	PROind	DEGRE=-	po
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
botast	boter1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s|CAS=r	botast
.	.	PONfrt	MORPH=empty	.
Tex	tel	ADJind	NOMB.=s|GENRE=m|CAS=n	Tex
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
liz	lit1	NOMcom	NOMB.=s|GENRE=m|CAS=n	liz
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
voir	voir	ADVgen	DEGRE=p	voir
an	en2	PROadv	MORPH=empty	an
conte	conter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|GENRE=m	conte
,	,	PONfbl	MORPH=empty	,
c'	que1	CONsub	NOMB.=s	c
onques	onque	ADVgen	DEGRE=-	onques
ne	ne2	CONcoo	MORPH=empty	ne
por	por2	PRE	MORPH=empty	por
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
ne	ne2	CONcoo	MORPH=empty	ne
por	por2	PRE	MORPH=empty	por
conte	conte2	NOMcom	NOMB.=s|GENRE=m|CAS=r	conte
ne	ne1	ADVneg	MORPH=empty	ne
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
tex	tel	PROind	NOMB.=s|GENRE=m|CAS=n	tex
fez	faire	VERppe	NOMB.=s|GENRE=m|CAS=n	fez
ne	ne2	CONcoo	MORPH=empty	ne
n'	ne1	ADVneg	MORPH=empty	n
iert	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	iert
ja	ja	ADVgen	DEGRE=-	ja
mes	mais1	ADVgen	NOMB.=s|DEGRE=-	mes
;	;	PONfbl	MORPH=empty	;
et	et	CONcoo	MORPH=empty	et
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
toz	tot	ADVgen	MORPH=empty	toz
coverz	covrir	VERppe	NOMB.=s|GENRE=m|CAS=n	coverz
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
palés	palais2	NOMcom	NOMB.=s|GENRE=m|CAS=n	palés
.	.	PONfrt	MORPH=empty	.
Del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	Del
palés	palais2	NOMcom	NOMB.=s|GENRE=m|CAS=r	palés
voel	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	voel
que	que4	CONsub	MORPH=empty	que
l'	le	DETdef	NOMB.=s|GENRE=n|CAS=n	l
an	on	PROind	NOMB.=s|GENRE=n|CAS=n	an
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
croie	croire	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	croie
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
n'	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
nule	nul	DETind	NOMB.=s|GENRE=f|CAS=r	nule
rien	rien	NOMcom	NOMB.=s|GENRE=f|CAS=r	rien
de	de	PRE	MORPH=empty	de
croie	croie	NOMcom	NOMB.=s|GENRE=f|CAS=r	croie
.	.	PONfrt	MORPH=empty	.
De	de	PRE	MORPH=empty	De
marbre	marbre	NOMcom	NOMB.=s|GENRE=m|CAS=r	marbre
furent	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	furent
les	le	DETdef	NOMB.=p|GENRE=f|CAS=n	les
meisieres	maisiere	NOMcom	NOMB.=p|GENRE=f|CAS=n	meisieres
;	;	PONfbl	MORPH=empty	;
de	de	PRE	MORPH=empty	de
bone	bon	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	bone
oevre	uevre	NOMcom	NOMB.=s|GENRE=f|CAS=r	oevre
et	et	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
colors	color	NOMcom	NOMB.=p|GENRE=f|CAS=r	colors
chieres	chier	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p	chieres
,	,	PONfbl	MORPH=empty	,
si	si	ADVgen	DEGRE=-	si
cleres	cler	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	cleres
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
garde	garde	NOMcom	MODE=ind|NOMB.=s|GENRE=f|CAS=r	garde
i	i2	PROadv	MORPH=empty	i
preïst	prendre	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	preïst
,	,	PONfbl	MORPH=empty	,
que	que4	CONsub	MORPH=empty	que
parmi	parmi	ADVgen	DEGRE=-	parmi
levoirreveïst	levrer	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	levoirreveïst
toz	tot	DETind	NOMB.=p|GENRE=m|CAS=r	toz
ces	ce2	PROdem	NOMB.=p|GENRE=m|CAS=r	ces
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
el	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	el
palés	palais2	NOMcom	NOMB.=s|GENRE=m|CAS=r	palés
antrassent	entrer	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=p	antrassent
et	et	CONcoo	MORPH=empty	et
parmi	parmi	PRE	MORPH=empty	parmi
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
porte	porte1	NOMcom	NOMB.=s|GENRE=f|CAS=r	porte
passassent	passer1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=p	passassent
.	.	PONfrt	MORPH=empty	.
Livoirresfu	Livroire	NOMpro	NOMB.=s|GENRE=m|CAS=r	Livoirresfu
painz	peindre1	VERppe	NOMB.=s|GENRE=m|CAS=r	painz
a	a3	VERcjg	MODE=ind|TEMPS=pst	a
colors	color	NOMcom	NOMB.=p|GENRE=f|CAS=r	colors
,	,	PONfbl	MORPH=empty	,
des	de+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r	des
plus	plus	ADVgen	DEGRE=-	plus
beles	bel1	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p	beles
et	et	CONcoo	MORPH=empty	et
des	de+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r	des
mellors	meillor	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=c	mellors
que	que2	PROrel	NOMB.=p|GENRE=m|CAS=r	que
l'	le	DETdef	PERS.=3|NOMB.=s|GENRE=n|CAS=n	l
an	on	PROind	NOMB.=s|GENRE=n|CAS=n	an
poïst	pöoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	poïst
dire	dire	VERinf	MORPH=empty	dire
ne	ne2	CONcoo	MORPH=empty	ne
fere	faire	VERinf	MORPH=empty	fere
.	.	PONfrt	MORPH=empty	.
Ne	ne1	ADVneg	MORPH=empty	Ne
voel	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	voel
or	or4	ADVgen	DEGRE=-	or
mie	mie	ADVneg	MORPH=empty	mie
tot	tot	PROind	DEGRE=-	tot
retrere	retraire	VERinf	MORPH=empty	retrere
ne	ne2	CONcoo	MORPH=empty	ne
devisier	deviser	VERinf	MORPH=empty	devisier
totes	tot	DETind	NOMB.=p|GENRE=f|CAS=r	totes
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r	les
choses	chose	NOMcom	NOMB.=p|GENRE=f|CAS=r	choses
.	.	PONfrt	MORPH=empty	.
El	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	El
palés	palais2	NOMcom	NOMB.=s|GENRE=m|CAS=r	palés
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
fenestres	fenestre	NOMcom	NOMB.=p|GENRE=f|CAS=r|DEGRE=p	fenestres
closes	clore	VERppe	NOMB.=p|GENRE=f|CAS=r	closes
bien	bien1	ADVgen	DEGRE=p	bien
.	.	PONfrt	MORPH=empty	.
iiii	4	DETcar	NOMB.=p|CAS=r	iiii
.	.	PONfrt	MORPH=empty	.
.	.	PONfrt	MORPH=empty	.
c	100	PROdem	NOMB.=p|CAS=n	c
.	.	PONfrt	MORPH=empty	.
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
cent	cent	PROcar	NOMB.=p|CAS=r	cent
overtes	ovrir	VERppe	NOMB.=p|GENRE=f|CAS=r	overtes
.	.	PONfrt	MORPH=empty	.
Messire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n	Messire
Gauvains	Gauvain	NOMpro	NOMB.=s|GENRE=m|CAS=n	Gauvains
tot	tot	ADVgen	DEGRE=-	tot
a	a3	PRE	TEMPS=pst|NOMB.=s	a
certes	certes	ADVgen	DEGRE=-	certes
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
palés	palais2	NOMcom	PERS.=2|NOMB.=s|GENRE=m|CAS=r	palés
regarder	regarder	VERinf	MORPH=empty	regarder
ala	aler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ala
et	et	CONcoo	MORPH=empty	et
sus	sus	ADVgen	DEGRE=-	sus
et	et	CONcoo	MORPH=empty	et
jus	jus1	ADVgen	DEGRE=-	jus
et	et	CONcoo	MORPH=empty	et
ça	ça	ADVgen	DEGRE=-	ça
et	et	CONcoo	MORPH=empty	et
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
.	.	PONfrt	MORPH=empty	.
Qant	cant1	CONsub	MORPH=empty	Qant
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
par	par	PRE	MORPH=empty	par
tot	tot	ADVgen	NOMB.=s|DEGRE=-	tot
esgardé	esgarder	VERppe	NOMB.=s|GENRE=m|CAS=r	esgardé
,	,	PONfbl	MORPH=empty	,
s'	si	ADVgen	DEGRE=-	s
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
notonier	notonier	NOMcom	NOMB.=s|GENRE=m|CAS=r	notonier
apelé	apeler	VERppe	NOMB.=s|GENRE=m|CAS=r	apelé
et	et	CONcoo	MORPH=empty	et
dit	dire	VERppe	MODE=ind|NOMB.=s|GENRE=m|CAS=r	dit
:	:	PONfbl	MORPH=empty	:
"	"	PONfbl	MORPH=empty	"
Biax	bel1	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	Biax
ostes	oste	NOMcom	TEMPS=psp|NOMB.=s|GENRE=m	ostes
,	,	PONfbl	MORPH=empty	,
ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ge
ne	ne1	ADVneg	MORPH=empty	ne
voi	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	voi
ceanz	çaienz	ADVgen	DEGRE=-	ceanz
nule	nul	DETind	NOMB.=s|GENRE=f|CAS=r	nule
chose	chose	NOMcom	NOMB.=s|GENRE=f|CAS=r	chose
por	por2	PRE	MORPH=empty	por
coi	coi2	PROrel	NOMB.=s|GENRE=n|CAS=r	coi
cist	cest	DETdem	NOMB.=s|GENRE=m|CAS=n	cist
palés	palais2	NOMcom	NOMB.=s|GENRE=m|CAS=n	palés
face	faire	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	face
a	a3	PRE	MORPH=empty	a
redoter	redoter1	VERinf	MORPH=empty	redoter
que	que4	CONsub	MORPH=empty	que
l'	le	DETdef	NOMB.=s|GENRE=n|CAS=n	l
an	on	PROind	NOMB.=s|GENRE=n|CAS=n	an
n'	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
